image,x1,y1,x2,y2,class_name,proba
im_156.jpg,51,345,204,486,small_vrac,85
im_156.jpg,12,179,179,332,big_vrac,89
im_157.jpg,243,0,422,179,big_vrac,96
im_157.jpg,25,204,384,486,big_vrac,93
im_157.jpg,153,192,358,371,big_vrac,81
im_160.jpg,230,89,537,422,big_vrac,93
im_160.jpg,281,89,524,294,big_vrac,85
im_160.jpg,38,0,192,166,small_vrac,96
im_161.jpg,217,140,550,448,big_vrac,97
im_161.jpg,0,51,140,243,big_vrac,87
im_162.jpg,307,0,473,166,big_vrac,96
im_162.jpg,64,166,371,486,big_vrac,94
im_164.jpg,192,192,409,396,big_vrac,95
im_164.jpg,422,51,576,217,big_vrac,81
im_164.jpg,51,0,204,140,small_vrac,99
im_165.jpg,140,12,294,179,small_vrac,94
im_165.jpg,0,12,140,166,small_vrac,85
im_165.jpg,320,38,524,217,big_vrac,86
im_180.jpg,0,0,166,153,big_vrac,99
im_180.jpg,140,115,448,422,big_vrac,97
im_180.jpg,153,140,384,345,big_vrac,84
im_188.jpg,51,12,230,192,small_vrac,88
im_189.jpg,0,0,140,153,big_vrac,98
im_189.jpg,204,102,512,448,big_vrac,81
im_210.jpg,25,64,192,243,big_vrac,94
im_210.jpg,268,166,640,486,big_vrac,92
im_210.jpg,294,166,512,371,big_vrac,80
im_210.jpg,396,0,550,153,small_vrac,94
im_213.jpg,473,25,640,192,small_vrac,97
im_232.jpg,0,12,179,179,big_vrac,94
im_238.jpg,76,64,230,230,small_vrac,98
im_238.jpg,192,115,486,396,big_vrac,97
im_240.jpg,38,76,204,256,small_vrac,90
im_240.jpg,230,128,448,320,big_vrac,83
im_243.jpg,25,25,192,217,big_vrac,96
im_243.jpg,204,115,486,409,big_vrac,93
im_267.jpg,435,64,601,230,small_vrac,83
im_269.jpg,320,51,486,192,big_vrac,97
im_269.jpg,268,179,422,371,small_vrac,91
im_271.jpg,153,128,460,473,big_vrac,93
im_277.jpg,192,192,332,345,small_vrac,99
im_277.jpg,345,76,499,243,small_vrac,99
im_277.jpg,166,0,332,166,small_vrac,86
im_277.jpg,166,0,345,140,big_vrac,94
im_282.jpg,307,115,486,294,big_vrac,99
im_282.jpg,140,0,307,166,big_vrac,98
im_282.jpg,166,204,332,371,big_vrac,97
im_286.jpg,153,192,409,460,big_vrac,93
im_286.jpg,320,0,512,153,big_vrac,88
im_286.jpg,0,0,153,140,small_vrac,97
im_286.jpg,166,0,332,153,small_vrac,97
im_292.jpg,332,115,512,281,big_vrac,98
im_292.jpg,51,140,243,307,big_vrac,94
im_292.jpg,51,307,192,473,small_vrac,94
im_292.jpg,409,268,576,448,small_vrac,81
im_307.jpg,281,166,460,345,big_vrac,99
im_307.jpg,435,38,563,192,small_vrac,93
im_308.jpg,192,12,345,166,small_vrac,98
im_308.jpg,217,192,486,460,big_vrac,96
im_309.jpg,256,102,448,320,big_vrac,85
im_309.jpg,38,0,217,179,big_vrac,80
im_314.jpg,0,64,153,217,small_vrac,85
im_323.jpg,422,128,576,294,small_vrac,94
im_323.jpg,473,281,652,460,big_vrac,80
im_337.jpg,51,25,204,179,small_vrac,98
im_340.jpg,371,0,524,128,small_vrac,98
im_349.jpg,166,128,384,320,big_vrac,94
im_349.jpg,153,115,460,448,big_vrac,88
im_349.jpg,25,0,204,140,big_vrac,86
im_349.jpg,460,0,627,128,big_vrac,80
im_352.jpg,89,102,332,345,big_vrac,95
im_352.jpg,512,51,652,217,small_vrac,97
im_381.jpg,76,0,230,140,small_vrac,99
im_381.jpg,0,102,140,281,small_vrac,92
im_381.jpg,435,25,614,204,big_vrac,84
im_387.jpg,345,243,524,409,small_vrac,87
im_387.jpg,89,76,384,371,big_vrac,84
im_389.jpg,38,217,256,435,big_vrac,85
im_389.jpg,358,51,512,217,small_vrac,82
im_392.jpg,102,204,320,409,big_vrac,87
im_392.jpg,89,217,422,473,big_vrac,84
im_392.jpg,473,115,640,281,small_vrac,94
im_401.jpg,422,89,601,243,big_vrac,99
im_401.jpg,76,64,268,217,big_vrac,89
im_401.jpg,128,320,294,486,small_vrac,89
im_420.jpg,460,153,614,320,small_vrac,97
im_420.jpg,166,0,294,166,small_vrac,95
im_420.jpg,115,140,281,345,big_vrac,99
im_427.jpg,76,51,307,243,big_vrac,92
im_432.jpg,38,76,268,320,big_vrac,81
im_432.jpg,409,12,563,166,small_vrac,99
im_439.jpg,25,25,204,204,big_vrac,94
im_439.jpg,409,0,588,153,big_vrac,92
im_439.jpg,38,102,192,281,big_vrac,89
im_452.jpg,0,25,140,204,small_vrac,92
im_452.jpg,192,25,358,179,small_vrac,81
im_465.jpg,192,153,396,345,big_vrac,92
im_465.jpg,204,128,512,435,big_vrac,86
im_473.jpg,140,204,332,422,big_vrac,94
im_473.jpg,51,0,230,140,small_vrac,92
im_494.jpg,204,0,345,166,small_vrac,97
im_494.jpg,409,153,576,320,small_vrac,96
im_494.jpg,345,0,473,166,small_vrac,94
im_494.jpg,230,153,409,358,big_vrac,99
im_494.jpg,268,384,384,486,big_vrac,83
im_515.jpg,38,25,204,192,small_vrac,98
im_530.jpg,371,204,550,384,big_vrac,89
im_530.jpg,243,268,396,422,small_vrac,95
im_530.jpg,64,230,192,396,small_vrac,92
im_530.jpg,294,64,460,230,small_vrac,91
im_532.jpg,486,-13,640,166,big_vrac,98
im_532.jpg,204,115,422,320,big_vrac,93
im_532.jpg,204,115,524,422,big_vrac,87
im_535.jpg,332,128,512,307,big_vrac,99
im_540.jpg,51,51,204,204,small_vrac,98
im_557.jpg,166,51,486,281,big_vrac,87
im_557.jpg,166,38,371,230,big_vrac,86
im_573.jpg,76,140,281,320,big_vrac,90
im_573.jpg,294,0,473,166,big_vrac,82
im_576.jpg,294,25,460,192,small_vrac,96
im_576.jpg,89,51,307,243,big_vrac,99
im_588.jpg,115,140,409,422,big_vrac,96
im_592.jpg,435,0,640,179,big_vrac,96
im_592.jpg,25,12,192,166,small_vrac,92
im_603.jpg,0,0,128,166,big_vrac,92
im_614.jpg,76,140,294,345,big_vrac,82
im_614.jpg,396,0,550,153,small_vrac,99
im_620.jpg,281,166,460,345,big_vrac,98
im_623.jpg,153,12,307,179,small_vrac,81
im_623.jpg,153,115,435,473,big_vrac,82
im_629.jpg,460,153,627,320,small_vrac,98
im_645.jpg,204,89,384,256,big_vrac,97
im_645.jpg,371,268,563,448,big_vrac,92
im_653.jpg,38,256,192,409,small_vrac,97
im_653.jpg,0,76,166,268,big_vrac,96
im_653.jpg,217,89,537,435,big_vrac,95
im_656.jpg,486,0,640,166,big_vrac,87
im_670.jpg,115,230,268,396,small_vrac,80
im_670.jpg,332,89,512,268,big_vrac,99
im_673.jpg,89,294,268,473,big_vrac,97
im_673.jpg,396,-13,576,153,big_vrac,97
im_673.jpg,384,243,550,409,big_vrac,96
im_673.jpg,89,89,243,243,small_vrac,80
im_676.jpg,0,166,140,332,big_vrac,94
im_703.jpg,38,0,204,140,small_vrac,80
im_703.jpg,153,115,435,396,big_vrac,92
im_706.jpg,281,89,486,307,big_vrac,95
im_706.jpg,12,64,192,230,big_vrac,91
im_716.jpg,38,38,217,192,big_vrac,97
im_716.jpg,371,25,601,268,big_vrac,96
im_735.jpg,332,0,524,140,big_vrac,93
im_737.jpg,192,128,409,345,big_vrac,88
im_737.jpg,25,0,204,128,big_vrac,81
im_741.jpg,384,192,576,396,big_vrac,97
im_741.jpg,38,140,243,371,big_vrac,82
im_750.jpg,38,38,204,204,small_vrac,86
im_750.jpg,38,38,204,166,big_vrac,82
im_751.jpg,230,128,435,320,big_vrac,98
im_751.jpg,0,140,179,281,big_vrac,95
im_767.jpg,256,166,486,358,big_vrac,93
im_767.jpg,38,25,217,204,big_vrac,86
im_770.jpg,332,166,550,345,big_vrac,90
im_770.jpg,76,153,243,332,big_vrac,83
im_770.jpg,230,38,396,179,small_vrac,91
im_776.jpg,25,230,281,486,big_vrac,94
im_776.jpg,25,307,204,486,big_vrac,83
im_776.jpg,166,0,332,140,small_vrac,98
im_776.jpg,0,64,128,230,small_vrac,96
im_776.jpg,371,64,524,243,small_vrac,96
im_778.jpg,409,51,576,217,small_vrac,92
im_778.jpg,217,12,371,153,small_vrac,87
im_778.jpg,140,128,460,448,big_vrac,93
im_794.jpg,409,0,601,153,big_vrac,86
im_797.jpg,460,153,614,320,small_vrac,98
im_797.jpg,115,25,268,179,small_vrac,94
im_797.jpg,115,320,268,460,small_vrac,81
im_797.jpg,102,153,281,332,big_vrac,99
im_808.jpg,332,51,512,230,small_vrac,95
im_808.jpg,12,115,371,473,big_vrac,88
im_813.jpg,396,25,550,192,small_vrac,93
im_813.jpg,51,0,204,140,small_vrac,91
im_813.jpg,166,115,460,422,big_vrac,95
im_840.jpg,473,51,640,217,big_vrac,99
im_840.jpg,76,128,294,371,big_vrac,93
im_840.jpg,76,128,422,460,big_vrac,90
im_843.jpg,256,115,473,307,big_vrac,97
im_843.jpg,12,192,230,409,big_vrac,92
im_843.jpg,12,12,166,179,small_vrac,94
im_844.jpg,192,0,332,140,small_vrac,97
im_844.jpg,25,25,192,179,small_vrac,82
im_862.jpg,140,102,435,448,big_vrac,97
im_862.jpg,153,140,384,358,big_vrac,80
im_862.jpg,409,38,576,204,small_vrac,92
im_862.jpg,0,51,140,179,small_vrac,90
im_875.jpg,102,89,268,243,small_vrac,95
im_876.jpg,358,166,512,345,small_vrac,93
im_876.jpg,0,102,230,307,big_vrac,86
im_876.jpg,0,76,320,435,big_vrac,83
im_883.jpg,102,38,268,217,small_vrac,89
im_899.jpg,332,76,473,243,small_vrac,97
im_899.jpg,12,128,307,473,big_vrac,88
im_903.jpg,422,51,601,217,big_vrac,96
im_903.jpg,38,102,384,409,big_vrac,88
im_903.jpg,396,256,550,448,small_vrac,83
im_906.jpg,12,25,268,243,big_vrac,99
im_906.jpg,230,179,499,460,big_vrac,93
im_906.jpg,243,0,409,140,small_vrac,99
im_913.jpg,89,115,422,448,big_vrac,91
im_919.jpg,128,0,294,140,small_vrac,95
im_921.jpg,217,153,499,409,big_vrac,85
im_921.jpg,64,0,230,128,small_vrac,98
im_933.jpg,179,179,396,345,big_vrac,93
im_948.jpg,38,12,217,192,big_vrac,94
im_948.jpg,268,0,435,166,big_vrac,94
im_948.jpg,243,128,563,422,big_vrac,84
im_951.jpg,64,76,243,256,big_vrac,89
im_951.jpg,268,102,460,294,big_vrac,88
im_960.jpg,12,12,166,179,small_vrac,97
im_960.jpg,166,128,499,435,big_vrac,97
im_961.jpg,25,294,204,473,small_vrac,95
im_968.jpg,102,102,422,422,big_vrac,89
im_968.jpg,102,128,320,345,big_vrac,89
im_974.jpg,25,0,179,140,small_vrac,91
im_974.jpg,345,25,486,166,small_vrac,84
im_974.jpg,64,153,345,435,big_vrac,94
im_992.jpg,12,166,166,320,small_vrac,98
im_992.jpg,0,0,166,166,big_vrac,95
im_992.jpg,256,38,550,371,big_vrac,92
